Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"7733871000","816500","3595","10125.9",""
"7735123000","816500","3596","10129.8",""
"7736254000","816500","3595","10132.8",""
"7737757000","816500","3596","10137.0",""
"7738954000","816500","3595","10140.0",""
"7740303000","816500","3595","10143.8","0x82D00000A0000E60"
"7741437000","816500","3595","10146.8",""
"7742689000","791400","3595","10149.8",""
"7743763000","791400","3595","10152.3",""
"7745078000","791400","3594","10155.7","0xA2D00000A0000E60"
"7746212000","791400","3594","10158.7",""
"7747561000","791400","3594","10162.1","0x82D00000A0000E60"
"7748694000","791400","3594","10165.1",""
"7750201000","791400","3594","10168.9",""
"7751392000","791400","3595","10171.9","0x23D00000A0000E60"
"7752130000","791400","3595","10173.6","0xA2D04B34A0000E60"
"7753263000","791400","3595","10176.5",""
"7754513000","791400","3595","10179.5",""
"7756113000","791400","3595","10183.8","0x82D00000A0000E60"
"7757303000","791400","3595","10186.7",""
"7758556000","791400","3596","10190.1","0xA2D00000A0000E60"
"7759693000","791400","3596","10192.7",""
"7760946000","791400","3595","10196.1",""
"7762019000","791400","3595","10198.6",""
"7763209000","791400","3595","10201.6",""
"7764461000","791400","3596","10205.0",""
"7765594000","706200","3596","10208.0",""
"7766845000","706200","3596","10211.0",""
"7767919000","706200","3596","10213.5",""
"7769235000","706200","3595","10216.9",""
"7770368000","706200","3596","10220.3",""
"7771621000","706200","3596","10223.3",""
"7772755000","706200","3596","10225.8",""
"7774256000","706200","3597","10229.7",""
"7775446000","706200","3596","10231.3",""
"7776698000","706200","3597","10233.0",""
"7777832000","706200","3596","10234.7",""
"7779089000","706200","3597","10236.3",""
"7780162000","706200","3596","10237.1",""
"7781473000","706200","3597","10238.8",""
"7782605000","706200","3597","10240.5",""
"7783737000","706200","3597","10241.7",""
"7784989000","706200","3596","10243.4",""
"7786065000","706200","3596","10244.6",""
"7787260000","706200","3596","10245.9",""
"7788511000","706200","3596","10247.5",""
"7789649000","706200","3596","10249.2",""
"7790902000","706200","3596","10250.9",""
"7791976000","706200","3595","10251.7",""
"7793165000","706200","3595","10253.3",""
"7794417000","706200","3595","10255.0",""
"7795550000","706200","3595","10256.2",""
"7796684000","706200","3595","10257.5",""
"7798186000","706200","3594","10260.9",""
"7799382000","706200","3594","10263.8",""
"7800634000","469700","3594","10267.2",""
"7801768000","469700","3594","10270.2",""
"7802901000","469700","3594","10272.8",""
"7804403000","469700","3594","10276.6",""
"7805593000","469700","3594","10279.6",""
"7806845000","469700","3593","10283.0",""
"7807978000","469700","3594","10285.9",""
"7809235000","469700","3594","10288.5","0x82D00000A0000E60"
"7810309000","469700","3593","10289.3",""
"7811620000","469700","3593","10291.4",""
"7812969000","469700","3593","10293.0",""
"7814101000","469700","3593","10294.3",""
"7815354000","469700","3593","10295.9",""
"7816428000","469700","3593","10297.2",""
"7817738000","469700","3593","10298.9","0xA2D00000A0000E60"
"7818877000","469700","3592","10300.1",""
"7820227000","469700","3592","10302.6","0x82D00000A0000E60"
"7821360000","469700","3592","10305.2",""
"7822861000","469700","3592","10309.0",""
"7824052000","469700","3591","10312.0",""
"7825304000","469700","3591","10315.4","0xA2D04B34A0000E60"
"7826437000","469700","3591","10318.3",""
"7827688000","469700","3591","10321.3",""
"7828773000","469700","3590","10323.9",""
"7830083000","566100","3590","10327.3",""
"7831215000","566100","3589","10330.2",""
"7832469000","566100","3589","10332.8",""
"7833601000","566100","3589","10334.0",""
"7835103000","566100","3589","10335.7",""
"7836293000","566100","3589","10337.3",""
"7837545000","566100","3590","10339.0",""
"7838678000","566100","3589","10340.2",""
"7839816000","566100","3590","10341.9",""
"7841319000","566100","3590","10343.6",""
"7842510000","566100","3590","10344.8",""
"7843762000","566100","3590","10346.9",""
"7844893000","566100","3591","10348.1",""
"7846026000","566100","3591","10349.8",""
"7847528000","566100","3591","10351.5",""
"7848719000","566100","3591","10352.7",""
"7849978000","566100","3592","10354.4",""
"7851110000","566100","3592","10356.0",""
"7852243000","566100","3591","10357.3",""
"7853744000","566100","3592","10359.4",""
"7854936000","566100","3591","10361.5",""
"7856189000","566100","3592","10364.9",""
"7857322000","566100","3591","10367.8",""
"7858454000","566100","3592","10370.8",""
"7859962000","566100","3593","10374.6",""
"7861153000","566100","3593","10377.2",""
"7862405000","566100","3592","10380.6",""
"7863537000","566100","3593","10383.6",""
"7864671000","476100","3593","10386.5",""
"7866172000","476100","3593","10389.5",""
"7867364000","476100","3593","10391.2",""
"7868616000","476100","3593","10392.8",""
"7869754000","476100","3593","10394.1",""
"7870891000","476100","3593","10395.7",""
"7871965000","476100","3594","10396.5",""
"7873155000","476100","3593","10398.2",""
"7874408000","476100","3594","10399.9",""
"7875542000","476100","3593","10401.1",""
"7876794000","476100","3594","10402.8",""
"7877869000","476100","3593","10404.9",""
"7879185000","476100","3594","10408.3",""
"7880317000","476100","3593","10411.3",""
"7881570000","476100","3594","10414.7",""
"7882703000","476100","3594","10417.2",""
"7884205000","476100","3593","10421.0",""
"7885397000","476100","3594","10424.0",""
"7886528000","476100","3593","10427.0",""
"7887780000","476100","3594","10430.4",""
"7888918000","476100","3594","10433.4",""
"7890420000","476100","3594","10437.2",""
"7891612000","476100","3595","10440.2",""
"7892743000","476100","3595","10443.2",""
"7893994000","564500","3594","10446.1",""
"7895127000","564500","3594","10449.1",""
"7896621000","564500","3594","10452.9",""
"7897820000","564500","3595","10455.9",""
"7898959000","564500","3595","10458.9",""
"7900211000","564500","3595","10462.3",""
"7901345000","564500","3594","10464.8",""
"7902846000","564500","3594","10468.7",""
"7904037000","564500","3594","10471.6",""
"7905169000","564500","3594","10475.0",""
"7906422000","564500","3595","10478.0",""
"7907555000","564500","3593","10480.6",""
"7909062000","564500","3593","10484.4",""
"7910253000","564500","3594","10487.4",""
"7911385000","564500","3592","10490.3",""
"7912517000","564500","3593","10492.0",""
"7913775000","564500","3594","10493.7",""
"7914841000","564500","3593","10494.5",""
"7916040000","564500","3594","10496.1",""
"7917292000","564500","3594","10497.8",""
"7918425000","564500","3594","10499.0",""
"7919683000","564500","3593","10500.7",""
"7920757000","564500","3593","10502.0",""
"7921947000","564500","3593","10503.2",""
"7923199000","571000","3593","10506.2","0x3D057AAA0000E60"
"7924033000","571000","3593","10509.6","0x3D05A00A0800E60"
"7924867000","571000","3593","10513.0",""
"7925949000","571000","3593","10517.7",""
"7926854000","571000","3593","10521.2",""
"7927694000","571000","3592","10524.6",""
"7928534000","571000","3593","10527.6",""
"7929379000","571000","3592","10530.1",""
"7930468000","571000","3592","10533.6",""
"7931365000","571000","3592","10536.6",""
"7932200000","571000","3592","10539.1",""
"7933040000","571000","3592","10542.1",""
"7933880000","571000","3592","10544.7",""
"7934962000","571000","3592","10547.6",""
"7935868000","571000","3593","10550.2",""
"7936708000","571000","3593","10552.3",""
"7937542000","571000","3593","10554.5",""
"7938382000","571000","3592","10557.9",""
"7939478000","571000","3593","10562.2",""
"7940374000","947200","3593","10564.7",""
"7941214000","947200","3593","10567.3",""
"7942054000","947200","3594","10569.8",""
"7942893000","947200","3593","10572.4",""
"7943983000","947200","3593","10575.8",""
"7944876000","947200","3593","10578.8",""
"7945715000","947200","3593","10581.8",""
"7946554000","947200","3593","10584.8",""
"7947395000","947200","3593","10587.4",""
"7948485000","947200","3593","10590.8",""
"7949388000","947200","3593","10593.8",""
"7950223000","947200","3592","10596.3",""
"7951062000","947200","3592","10599.3",""
"7951902000","947200","3592","10601.9",""
"7952992000","947200","3593","10604.9",""
"7953891000","947200","3593","10607.0",""
"7954735000","947200","3592","10609.5",""
"7955575000","947200","3592","10611.7",""
"7956410000","947200","3593","10614.2",""
"7957500000","947200","3593","10616.8",""
"7958397000","947200","3592","10619.3",""
"7959242000","947200","3593","10621.5",""
"7960082000","835700","3592","10624.0",""
"7960922000","835700","3592","10626.1",""
"7962012000","835700","3592","10629.1",""
"7962904000","835700","3592","10631.7",""
"7963744000","835700","3592","10633.8",""
"7964584000","835700","3592","10635.9",""
"7965424000","835700","3592","10638.9",""
"7966512000","835700","3592","10642.3",""
"7967409000","835700","3592","10644.9",""
"7968250000","835700","3593","10647.0",""
"7969090000","835700","3593","10649.6",""
"7969930000","835700","3592","10652.6",""
"7971019000","835700","3593","10655.5",""
"7971917000","835700","3592","10658.1",""
"7972758000","835700","3593","10660.7",""
"7973597000","835700","3593","10662.8",""
"7974953000","835700","3594","10664.9","0x82D0000020800E60"
"7976033000","835700","3593","10665.7","0xAAD049F720800E60"
"7977228000","835700","3594","10667.4",""
"7978367000","835700","3593","10668.6",""
"7979631000","835700","3594","10670.3","0xAAD0000020800E60"
"7980769000","835700","3594","10671.5",""
"7982282000","835700","3594","10673.1","0xAAD049F720800E60"
"7983477000","835700","3593","10674.8",""
"7984735000","835700","3595","10676.5","0xAAD0000020800E60"
"7985874000","835700","3594","10677.7",""
"7987132000","835700","3595","10679.4",""
"7988210000","835700","3594","10680.2",""
"7989535000","545500","3594","10681.9","0xAAD049F720800E60"
"7990674000","545500","3595","10683.5",""
"7991931000","545500","3594","10684.8","0xA850000120000A00"
"7993065000","545500","3594","10685.1",""
"7994140000","545500","3594","10685.5",""
"7995333000","545500","3594","10686.3",""
"7996510000","545500","3594","10687.1",""
"7997644000","545500","3595","10687.9",""
"7998784000","545500","3594","10688.3",""
"7999859000","545500","3595","10688.6",""
"8001050000","545500","3594","10689.4",""
"8002184000","545500","3595","10690.2",""
"8003318000","545500","3595","10690.6",""
"8004453000","545500","3595","10691.4",""
"8005527000","545500","3595","10691.8",""
"8006719000","545500","3595","10692.6",""
"8007853000","545500","3595","10693.4",""
"8008993000","545500","3594","10693.8",""
"8010127000","545500","3595","10694.6",""
"8011203000","545500","3595","10694.9",""
"8012394000","545500","3595","10695.7",""
"8013529000","545500","3595","10696.1",""
"8014662000","545500","3595","10696.9",""
"8015797000","545500","3595","10697.7",""
"8016872000","545500","3596","10698.1",""
"8018065000","545500","3596","10698.9",""
"8019205000","545500","3596","10699.2",""
"8020339000","545500","3596","10700.0",""
"8021473000","545500","3596","10700.8",""
"8022549000","545500","3596","10701.2",""
"8023741000","545500","3596","10701.6",""
"8024875000","545500","3596","10702.4",""
"8026008000","545500","3596","10703.2",""
"8027143000","545500","3596","10703.6",""
"8028218000","545500","3595","10703.9",""
"8029416000","545500","3596","10704.7",""
"8030549000","545500","3595","10705.5",""
"8031684000","545500","3596","10706.3",""
"8032817000","545500","3595","10706.7",""
"8033892000","545500","3596","10707.1",""
"8035084000","545500","3595","10707.9",""
"8036218000","545500","3596","10708.7",""
"8037352000","545500","3594","10709.0",""
"8038491000","545500","3595","10709.8",""
"8039572000","545500","3594","10710.2",""
"8040764000","545500","3595","10711.0",""
"8041898000","545500","3594","10711.8",""
"8043032000","545500","3594","10712.2",""
"8044166000","545500","3594","10713.0",""
"8045241000","545500","3594","10713.4",""
"8046432000","545500","3595","10714.2",""
"8047565000","545500","3594","10714.5",""
"8048700000","545500","3594","10715.3",""
"8049840000","545500","3595","10716.1",""
"8050916000","545500","3595","10716.5",""
"8052108000","545500","3595","10717.3",""
"8053242000","545500","3595","10717.7",""
"8054376000","545500","3595","10718.5",""
"8055509000","545500","3595","10719.3",""
"8056584000","545500","3595","10719.6",""
"8057775000","545500","3595","10720.0",""
"8058916000","545500","3595","10720.8",""
"8060049000","545500","3595","10721.6",""
"8061183000","545500","3594","10722.0",""
"8062258000","545500","3594","10722.4",""
"8063450000","545500","3594","10723.1",""
"8064585000","545500","3594","10724.0",""
"8065719000","545500","3595","10724.8",""
"8066853000","545500","3594","10725.1",""
"8067928000","545500","3594","10725.5",""
"8069125000","545500","3594","10726.3",""
"8070259000","545500","3594","10727.1",""
"8071393000","545500","3594","10727.5",""
"8072527000","545500","3594","10728.3",""
"8073602000","545500","3593","10728.6",""
"8074794000","545500","3593","10729.4",""
"8075929000","545500","3594","10730.2",""
"8077063000","545500","3593","10730.6",""
"8078197000","545500","3593","10731.4",""
"8079270000","545500","3593","10731.8",""
"8080474000","545500","3593","10732.6",""
"8081609000","545500","3593","10732.9",""
"8082742000","545500","3593","10733.8",""
"8083877000","545500","3593","10734.6",""
"8084952000","545500","3594","10734.9",""
"8086144000","154900","3594","10735.7",""
"8087279000","154900","3593","10736.1",""
"8088412000","154900","3593","10736.9",""
"8089552000","154900","3593","10737.7",""
"8090627000","154900","3593","10738.1",""
"8091819000","154900","3594","10738.4",""
"8092953000","154900","3593","10739.2",""
"8094087000","154900","3594","10740.0",""
"8095222000","154900","3593","10740.4",""
"8096296000","154900","3594","10741.2",""
"8097487000","154900","3593","10741.6",""
"8098621000","154900","3593","10742.4",""
"8099762000","154900","3594","10743.2",""
"8100895000","154900","3593","10743.6",""
"8101971000","154900","3593","10743.9",""
"8103162000","154900","3592","10744.7",""
"8104295000","154900","3593","10745.5",""
"8105430000","154900","3593","10745.9",""
"8106563000","154900","3593","10746.7",""
"8107638000","154900","3592","10747.1",""
"8108836000","154900","3592","10747.9",""
"8109971000","154900","3593","10748.7",""
"8111105000","154900","3592","10749.0",""
"8112238000","154900","3592","10749.8",""
"8113314000","154900","3592","10750.2",""
"8114506000","154900","3593","10751.0",""
"8115640000","154900","3592","10751.4",""
"8116774000","154900","3592","10752.2",""
"8117909000","154900","3593","10753.0",""
"8118989000","154900","3593","10753.4",""
"8120181000","154900","3593","10754.2",""
"8121315000","154900","3593","10754.5",""
"8122453000","154900","3592","10755.3",""
"8123587000","154900","3593","10756.1",""
"8124662000","154900","3593","10756.5",""
"8125854000","154900","3593","10756.9",""
"8126988000","154900","3592","10757.7",""
"8128122000","154900","3593","10758.5",""
"8129262000","154900","3593","10759.3",""
"8130337000","154900","3594","10759.6",""
"8131530000","154900","3593","10760.0",""
"8132663000","154900","3593","10760.8",""
"8133797000","154900","3593","10761.6",""
"8134931000","154900","3593","10762.0",""
"8136005000","154900","3593","10762.4",""
"8137197000","154900","3593","10763.2",""
"8138331000","154900","3593","10764.0",""
"8139471000","154900","3593","10764.8",""
"8140605000","154900","3593","10765.1",""
"8141679000","154900","3593","10765.5",""
"8142871000","154900","3592","10766.3",""
"8144005000","154900","3594","10767.1",""
"8145138000","154900","3593","10767.5",""
"8146271000","154900","3593","10768.3",""
"8147347000","154900","3593","10768.6",""
"8148538000","154900","3593","10769.4",""
"8149678000","154900","3593","10769.8",""
"8150812000","154900","3593","10770.6",""
"8151946000","154900","3593","10771.4",""
"8153021000","154900","3593","10771.8",""
"8154213000","154900","3593","10772.6",""
"8155347000","154900","3592","10773.0",""
"8156481000","154900","3592","10773.8",""
"8157615000","154900","3593","10774.6",""
"8158689000","154900","3593","10774.9",""
"8159887000","154900","3594","10775.7",""
"8161021000","154900","3593","10776.1",""
"8162156000","154900","3594","10776.9",""
"8163290000","154900","3594","10777.7",""
"8164370000","154900","3595","10778.1",""
"8165562000","154900","3594","10778.4",""
"8166696000","154900","3594","10779.2",""
"8167830000","154900","3594","10780.0",""
"8168970000","154900","3594","10780.4",""
"8170045000","154900","3594","10781.2",""
"8171237000","154900","3593","10781.6",""
"8172371000","154900","3594","10782.4",""
"8173506000","154900","3594","10783.2",""
"8174640000","154900","3594","10783.6",""
"8175715000","154900","3594","10783.9",""
"8176906000","154900","3593","10784.7",""
"8178040000","154900","3594","10785.5",""
"8179181000","154900","3594","10785.9",""
"8180315000","154900","3594","10786.7",""
"8181391000","154900","3593","10787.1",""
"8182582000","154900","3594","10787.9",""
"8183717000","154900","3594","10788.7",""
"8184851000","150000","3593","10789.0",""
"8185985000","150000","3594","10789.8",""
"8187061000","150000","3593","10790.2",""
"8188253000","150000","3594","10791.0",""
"8189393000","150000","3593","10791.4",""
"8190527000","150000","3594","10792.2",""
"8191660000","150000","3594","10793.0",""
"8192736000","150000","3595","10793.4",""
"8193928000","150000","3595","10794.2",""
"8195062000","150000","3594","10794.5",""
"8196196000","150000","3594","10795.3",""
"8197329000","150000","3594","10796.1",""
"8198396000","150000","3594","10796.5",""
"8199603000","150000","3594","10796.9",""
"8200737000","150000","3593","10797.7",""
"8201871000","150000","3594","10798.5",""
"8203005000","150000","3594","10799.3",""
"8204081000","150000","3594","10799.6",""
"8205272000","150000","3593","10800.0",""
"8206411000","150000","3594","10800.8",""
"8207545000","150000","3594","10801.6",""
"8208679000","150000","3594","10802.0",""
"8209760000","150000","3594","10802.4",""
"8210952000","150000","3593","10803.2",""
"8212086000","150000","3594","10804.0",""
"8213221000","150000","3593","10804.3",""
"8214354000","150000","3594","10805.1",""
"8215430000","150000","3593","10805.5",""
"8216621000","150000","3593","10806.3",""
"8217756000","150000","3593","10807.1",""
"8218895000","150000","3592","10807.5",""
"8220029000","150000","3592","10808.3",""
"8221105000","150000","3592","10808.6",""
"8222297000","150000","3593","10809.4",""
"8223430000","150000","3593","10809.8",""
"8224565000","150000","3593","10810.6",""
"8225700000","150000","3593","10811.4",""
"8226774000","150000","3593","10811.8",""
"8227965000","150000","3594","10812.6",""
"8229105000","150000","3593","10813.0",""
"8230239000","150000","3593","10813.8",""
"8231373000","150000","3594","10814.6",""
"8232448000","150000","3594","10814.9",""
"8233640000","150000","3594","10815.3",""
"8234775000","150000","3593","10816.1",""
"8235909000","150000","3594","10816.9",""
"8237044000","150000","3594","10817.7",""
"8238119000","150000","3595","10818.1",""
"8239316000","150000","3594","10818.4",""
"8240450000","150000","3594","10819.2",""
"8241585000","150000","3594","10820.0",""
"8242718000","150000","3593","10820.4",""
"8243793000","150000","3593","10820.8",""
"8244984000","150000","3593","10821.6",""
"8246118000","150000","3594","10822.4",""
"8247253000","150000","3594","10823.2",""
"8248392000","150000","3594","10823.6",""
"8249472000","150000","3594","10823.9",""
"8250664000","150000","3593","10824.7",""
"8251798000","150000","3594","10825.5",""
"8252933000","150000","3593","10825.9",""
"8254067000","150000","3594","10826.7",""
"8255142000","150000","3593","10827.1",""
"8256333000","150000","3594","10827.9",""
"8257468000","150000","3594","10828.7",""
"8258602000","150000","3593","10829.0",""
"8259742000","150000","3593","10829.8",""
"8260817000","150000","3593","10830.2",""
"8262009000","150000","3594","10831.0",""
"8263142000","150000","3593","10831.4",""
"8264277000","150000","3594","10832.2",""
"8265411000","150000","3594","10833.0",""
"8266485000","150000","3594","10833.4",""
"8267677000","150000","3595","10833.7",""
"8268817000","150000","3594","10834.5",""
"8269951000","150000","3595","10835.3",""
"8271085000","150000","3595","10836.1",""
"8272161000","150000","3596","10836.5",""
"8273352000","150000","3595","10836.9",""
"8274485000","150000","3595","10837.7",""
"8275620000","150000","3595","10838.5",""
"8276753000","150000","3594","10838.8",""
"8277829000","150000","3594","10839.2",""
"8279026000","150000","3594","10840.0",""
"8280161000","150000","3594","10840.8",""
"8281294000","150000","3595","10841.6",""
"8282428000","150000","3594","10842.0",""
"8283503000","150100","3594","10842.4",""
"8284695000","150100","3593","10843.2",""
"8285829000","150100","3594","10844.0",""
"8286963000","150100","3593","10844.3",""
"8288097000","150100","3594","10845.1",""
"8289170000","150100","3593","10845.5",""
"8290375000","150100","3594","10846.3",""
"8291509000","150100","3594","10847.1",""
"8292644000","150100","3593","10847.5",""
"8293777000","150100","3593","10848.3",""
"8294853000","150100","3593","10848.6",""
"8296045000","150100","3594","10849.4",""
"8297178000","150100","3593","10849.8",""
"8298312000","150100","3594","10850.6",""
"8299452000","150100","3594","10851.4",""
"8300528000","150100","3595","10851.8",""
"8301721000","150100","3595","10852.6",""
"8302855000","150100","3595","10853.0",""
"8303989000","150100","3594","10853.8",""
"8305124000","150100","3595","10854.6",""
"8306198000","150100","3595","10854.9",""
"8307389000","150100","3594","10855.3",""
"8308523000","150100","3594","10856.1",""
"8309663000","150100","3594","10856.9",""
"8310797000","150100","3594","10857.3",""
"8311872000","150100","3595","10858.1",""
"8313065000","150100","3594","10858.4",""
"8314199000","150100","3594","10859.2",""
"8315333000","150100","3595","10860.0",""
"8316467000","150100","3594","10860.4",""
"8317542000","150100","3594","10860.8",""
"8318740000","150100","3594","10861.6",""
"8319875000","150100","3594","10862.4",""
"8321007000","150100","3593","10862.8",""
"8322141000","150100","3593","10863.6",""
"8323217000","150100","3593","10863.9",""
"8324409000","150100","3593","10864.7",""
"8325542000","150100","3593","10865.5",""
"8326677000","150100","3592","10865.9",""
"8327810000","150100","3592","10866.7",""
"8328891000","150100","3592","10867.1",""
"8330084000","150100","3593","10867.9",""
"8331218000","150100","3593","10868.2",""
"8332356000","150100","3593","10869.0",""
"8333491000","150100","3593","10869.8",""
"8334566000","150100","3594","10870.2",""
"8335759000","150100","3594","10871.0",""
"8336893000","150100","3593","10871.4",""
"8338028000","150100","3593","10872.2",""
"8339167000","150100","3593","10873.0",""
"8340241000","150100","3593","10873.4",""
"8341434000","150100","3593","10873.7",""
"8342566000","150100","3592","10874.5",""
"8343701000","150100","3593","10875.3",""
"8344835000","150100","3593","10876.1",""
"8345911000","150100","3594","10876.5",""
"8347103000","150100","3593","10876.9",""
"8348237000","150100","3593","10877.7",""
"8349377000","150100","3594","10878.5",""
"8350511000","150100","3593","10878.8",""
"8351586000","150100","3593","10879.2",""
"8352777000","150100","3592","10880.0",""
"8353910000","150100","3593","10880.8",""
"8355045000","150100","3592","10881.2",""
"8356178000","150100","3592","10882.0",""
"8357253000","150100","3591","10882.4",""
"8358446000","150100","3591","10883.2",""
"8359585000","150100","3592","10884.0",""
"8360719000","150100","3591","10884.3",""
"8361853000","150100","3591","10885.1",""
"8362928000","150100","3591","10885.5",""
"8364119000","150100","3592","10886.3",""
"8365253000","150100","3591","10886.7",""
"8366387000","150100","3591","10887.5",""
"8367521000","150100","3591","10888.3",""
"8368597000","150100","3591","10888.6",""
"8369794000","150100","3592","10889.4",""
"8370929000","150100","3591","10889.8",""
"8372063000","150100","3591","10890.6",""
"8373197000","150100","3592","10891.4",""
"8374276000","150100","3592","10891.8",""
"8375468000","150100","3591","10892.2",""
"8376602000","150100","3591","10893.0",""
"8377735000","150100","3592","10893.8",""
"8378876000","150100","3592","10894.6",""
"8379951000","150100","3593","10894.9",""
"8381142000","150100","3592","10895.3",""
"8382277000","151100","3592","10896.1",""
"8383410000","151100","3593","10896.9",""
"8384544000","151100","3592","10897.3",""
"8385619000","151100","3592","10897.6",""
"8386812000","151100","3592","10898.4",""
"8387946000","151100","3592","10899.2",""
"8389085000","151100","3593","10900.0",""
"8390220000","151100","3593","10900.4",""
"8391295000","151100","3592","10900.8",""
"8392487000","151100","3592","10901.6",""
"8393622000","151100","3593","10902.4",""
"8394757000","151100","3592","10902.8",""
"8395891000","151100","3593","10903.6",""
"8396966000","151100","3593","10903.9",""
"8398158000","151100","3593","10904.7",""
"8399298000","151100","3593","10905.1",""
"8400432000","151100","3593","10905.9",""
"8401565000","151100","3592","10906.7",""
"8402641000","151100","3593","10907.1",""
"8403832000","151100","3593","10907.9",""
"8404966000","151100","3592","10908.2",""
"8406100000","151100","3592","10909.0",""
"8407234000","151100","3593","10909.8",""
"8408301000","151100","3593","10910.2",""
"8409507000","151100","3593","10910.6",""
"8410640000","151100","3593","10911.4",""
"8411774000","151100","3593","10912.2",""
"8412909000","151100","3594","10913.0",""
"8413984000","151100","3595","10913.4",""
"8415176000","151100","3594","10913.7",""
"8416315000","151100","3594","10914.5",""
"8417450000","151100","3595","10915.3",""
"8418583000","151100","3594","10915.7",""
"8419665000","151100","3594","10916.1",""
"8420856000","151100","3594","10916.9",""
"8421990000","151100","3594","10917.7",""
"8423125000","151100","3595","10918.5",""
"8424259000","151100","3594","10918.8",""
"8425335000","151100","3594","10919.2",""
"8426527000","151100","3594","10920.0",""
"8427661000","151100","3595","10920.8",""
"8428801000","151100","3594","10921.2",""
"8429935000","151100","3594","10922.0",""
"8431011000","151100","3594","10922.4",""
"8432203000","151100","3594","10923.2",""
"8433338000","151100","3594","10923.5",""
"8434471000","151100","3594","10924.3",""
"8435606000","151100","3594","10925.1",""
"8436680000","151100","3593","10925.5",""
"8437873000","151100","3595","10926.3",""
"8439011000","151100","3594","10926.7",""
"8440146000","151100","3594","10927.5",""
"8441281000","151100","3594","10928.3",""
"8442356000","151100","3594","10928.6",""
"8443548000","151100","3595","10929.4",""
"8444682000","151100","3595","10929.8",""
"8445816000","151100","3595","10930.6",""
"8446951000","151100","3595","10931.4",""
"8448026000","151100","3595","10931.8",""
"8449224000","151100","3595","10932.2",""
"8450358000","151100","3594","10933.0",""
"8451493000","151100","3595","10933.8",""
"8452627000","151100","3594","10934.1",""
"8453702000","151100","3594","10934.5",""
"8454893000","151100","3594","10935.3",""
"8456028000","151100","3594","10936.1",""
"8457162000","151100","3595","10936.9",""
"8458301000","151100","3595","10937.3",""
"8459382000","151100","3594","10937.6",""
"8460575000","151100","3594","10938.4",""
"8461708000","151100","3595","10939.2",""
"8462841000","151100","3595","10939.6",""
"8463975000","151100","3595","10940.4",""
"8465050000","151100","3594","10940.8",""
"8466242000","151100","3595","10941.6",""
"8467377000","151100","3595","10942.0",""
"8468511000","151100","3595","10942.8",""
"8469651000","151100","3595","10943.6",""
"8470726000","151100","3594","10943.9",""
"8471919000","151100","3595","10944.7",""
"8473054000","151100","3594","10945.1",""
"8474188000","151100","3595","10945.9",""
"8475322000","151100","3595","10946.7",""
"8476398000","151100","3596","10947.1",""
"8477590000","151100","3596","10947.9",""
"8478731000","151100","3596","10948.2",""
"8479865000","151100","3596","10949.0",""
"8480999000","151200","3596","10949.8",""
"8482074000","151200","3596","10950.2",""
"8483266000","151200","3596","10950.6",""
"8484400000","151200","3595","10951.4",""
"8485535000","151200","3596","10952.2",""
"8486669000","151200","3596","10952.6",""
"8487744000","151200","3595","10952.9",""
"8488941000","151200","3595","10953.7",""
"8490075000","151200","3595","10954.5",""
"8491210000","151200","3596","10955.3",""
"8492343000","151200","3596","10955.7",""
"8493418000","151200","3596","10956.1",""
"8494611000","151200","3595","10956.9",""
"8495745000","151200","3596","10957.7",""
"8496879000","151200","3595","10958.0",""
"8498012000","151200","3595","10958.8",""
"8499084000","151200","3595","10959.2",""
"8500288000","151200","3595","10960.0",""
"8501423000","151200","3595","10960.8",""
"8502557000","151200","3594","10961.2",""
"8503692000","151200","3594","10962.0",""
"8504767000","151200","3594","10962.4",""
"8505959000","151200","3595","10963.2",""
"8507093000","151200","3594","10963.5",""
"8508227000","151200","3595","10964.3",""
"8509366000","151200","3595","10965.1",""
"8510442000","151200","3596","10965.5",""
"8511634000","151200","3596","10966.3",""
"8512769000","151200","3595","10966.7",""
"8513903000","151200","3595","10967.5",""
"8515037000","151200","3596","10968.3",""
"8516113000","151200","3596","10968.6",""
"8517304000","151200","3595","10969.0",""
"8518438000","151200","3595","10969.8",""
"8519578000","151200","3595","10970.6",""
"8520712000","151200","3594","10971.0",""
"8521786000","151200","3595","10971.4",""
"8522977000","151200","3594","10972.2",""
"8524112000","151200","3594","10973.0",""
"8525246000","151200","3595","10973.8",""
"8526380000","151200","3595","10974.1",""
"8527455000","151200","3595","10974.5",""
"8528647000","151200","3594","10975.3",""
"8529786000","151200","3595","10976.1",""
"8530920000","151200","3594","10976.5",""
"8532054000","151200","3594","10977.3",""
"8533130000","151200","3593","10977.6",""
"8534321000","151200","3594","10978.4",""
"8535455000","151200","3594","10979.2",""
"8536589000","151200","3593","10979.6",""
"8537724000","151200","3594","10980.4",""
"8538804000","151200","3593","10980.8",""
"8539996000","151200","3595","10981.6",""
"8541130000","151200","3594","10982.0",""
"8542269000","151200","3594","10982.8",""
"8543404000","151200","3594","10983.6",""
"8544478000","151200","3595","10983.9",""
"8545670000","151200","3595","10984.7",""
"8546805000","151200","3595","10985.1",""
"8547939000","151200","3595","10985.9",""
"8549078000","151200","3595","10986.7",""
"8550153000","151200","3595","10987.1",""
"8551345000","151200","3594","10987.4",""
"8552479000","151200","3595","10988.2",""
"8553613000","151200","3595","10989.0",""
"8554748000","151200","3595","10989.4",""
